"","year_Birth","Income","kids","Recency","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp1","Response"
"909",1976,53204,2,40,1,1,0,3,4,0,0
"910",1982,21059,1,40,3,3,0,3,6,0,0
"911",1953,67087,1,40,2,7,5,8,4,0,0
"912",1953,73892,0,40,1,3,11,8,1,0,1
"913",1992,75114,0,40,1,3,10,5,2,0,0
"914",1948,42192,0,40,1,2,1,3,4,0,0
"915",1960,31454,2,40,3,2,0,3,8,0,0
"916",1978,22775,1,40,1,1,0,2,8,0,0
"917",1978,22775,1,40,1,1,0,2,8,0,0
"918",1972,31590,1,40,1,1,0,3,8,0,0
"919",1972,80134,1,40,2,5,3,6,6,3,1
"920",1972,80134,1,40,2,5,3,6,6,3,1
"921",1972,14188,0,40,1,2,0,4,6,0,0
"922",1985,18169,1,40,1,1,0,2,8,0,0
"923",1956,62503,1,40,4,8,3,11,5,0,0
"924",1954,46734,1,40,2,6,1,5,7,0,0
"925",1991,68126,0,40,1,7,4,5,9,1,1
"926",1954,52869,2,40,3,3,1,4,7,0,1
"927",1986,26576,1,40,1,1,0,2,9,1,1
"928",1976,75825,0,40,0,5,8,9,4,1,1
"929",1950,57045,1,40,3,4,2,9,3,0,0
"930",1975,34984,2,40,2,1,0,3,7,0,0
"931",1973,27803,1,40,2,3,0,4,8,0,0
"932",1975,69283,1,41,4,7,3,13,5,0,0
"933",1992,18746,1,41,2,3,0,3,6,0,0
"934",1965,70924,0,41,1,6,6,7,3,1,0
"935",1965,70924,0,41,1,6,6,7,3,1,0
"936",1973,69401,1,41,4,4,4,5,2,0,0
"937",1976,75012,0,41,1,3,8,11,1,0,0
"938",1978,85738,0,41,1,3,6,11,1,2,0
"939",1975,60934,1,41,2,6,4,11,4,0,0
"940",1986,27161,1,41,1,1,0,3,7,0,0
"941",1961,64325,1,41,5,10,3,5,7,0,0
"942",1973,18978,1,41,1,1,0,3,8,0,0
"943",1977,41124,1,41,7,7,3,4,8,0,0
"944",1984,39684,1,41,2,2,1,2,7,0,1
"945",1963,53378,2,41,10,9,4,6,8,0,1
"946",1982,37040,0,41,1,4,2,5,8,0,0
"947",1977,78710,1,42,3,7,6,12,4,0,0
"948",1986,92910,0,42,1,6,7,13,1,3,0
"949",1976,36283,2,42,2,1,0,3,4,0,0
"950",1974,79632,0,42,1,6,4,9,2,0,0
"951",1978,28587,1,42,3,2,0,4,6,0,0
"952",1981,88325,0,42,1,6,2,9,2,0,0
"953",1958,51412,1,42,2,3,2,4,4,0,0
"954",1952,63998,0,42,1,7,6,11,4,0,1
"955",1978,38593,1,42,3,4,1,3,8,0,0
"956",1977,27889,1,42,1,1,1,2,6,0,0
"957",1980,45889,1,42,1,1,0,3,6,0,0
"958",1967,56575,2,42,3,7,3,7,5,0,0
"959",1979,16014,2,42,4,1,1,4,3,0,0
"960",1958,61331,2,42,5,11,1,6,8,0,0
"961",1976,70893,0,42,1,6,6,10,3,0,0
"962",1979,2447,1,42,15,0,28,0,1,0,0
"963",1957,64849,0,42,1,9,3,6,5,0,1
"964",1989,42387,1,42,5,8,1,7,8,0,0
"965",1995,80617,0,42,1,4,6,8,2,0,0
"966",1985,54006,1,42,2,8,1,7,7,0,0
"967",1978,16531,1,43,3,3,0,3,7,0,0
"968",1966,30843,2,43,2,1,1,2,5,1,0
"969",1984,18988,1,43,2,1,0,3,7,0,0
"970",1965,81051,0,43,1,5,5,12,2,2,0
"971",1988,39747,1,43,3,5,1,4,8,0,0
"972",1959,34554,1,43,2,2,0,3,6,0,0
"973",1959,52854,2,43,2,2,1,4,5,0,0
"974",1970,81205,0,43,1,5,6,7,2,3,1
"975",1970,69084,1,43,2,7,3,13,8,0,0
"976",1970,69084,1,43,2,7,3,13,8,0,0
"977",1974,65352,1,43,2,4,2,8,4,0,0
"978",1972,22063,1,43,2,2,0,3,7,0,0
"979",1979,47691,1,43,1,1,0,2,6,0,0
"980",1968,29187,1,43,1,1,0,3,8,0,0
"981",1972,72504,1,43,2,5,9,6,2,0,0
"982",1970,33986,1,43,1,1,0,3,7,0,0
"983",1986,42386,1,43,1,3,0,3,8,0,0
"984",1986,42386,1,43,1,3,0,3,8,0,0
"985",1953,36957,2,43,4,3,2,2,9,0,1
"986",1988,13724,1,43,1,2,0,2,9,1,0
"987",1967,42664,1,44,1,1,0,3,6,0,0
"988",1958,37334,2,44,4,3,0,4,4,0,0
"989",1951,78497,0,44,1,5,7,12,2,1,0
"990",1951,78497,0,44,1,5,7,12,2,1,0
"991",1956,58821,1,44,1,9,2,9,6,0,0
"992",1953,58398,0,44,3,5,4,8,4,0,0
"993",1961,80950,0,44,1,6,7,9,2,1,0
"994",1980,30732,1,44,4,4,1,4,8,0,0
"995",1966,89572,0,44,1,7,7,9,4,2,1
"996",1968,57107,1,44,7,4,4,8,8,2,1
"997",1970,76467,1,44,2,2,5,5,6,0,1
"999",1948,51315,0,45,1,2,2,5,2,0,0
"1000",1966,43602,2,45,3,3,1,2,6,0,0
"1001",1978,38643,2,45,2,2,0,3,7,0,0
"1002",1951,49090,1,45,3,7,2,9,7,0,0
"1003",1970,70617,0,45,1,3,3,7,2,0,0
"1004",1970,67536,1,45,3,11,5,11,8,1,0
"1005",1975,27573,1,45,4,5,1,4,8,0,0
"1006",1979,13533,1,45,2,2,0,3,7,0,0
"1007",1953,50725,1,45,4,8,1,8,8,0,0
"1008",1978,25851,1,45,2,2,0,3,7,0,0
"1009",1978,57113,2,45,6,4,1,5,7,0,0
"1010",1945,62847,0,45,1,3,6,4,2,0,0
"1011",1982,68627,0,45,1,2,3,6,1,0,0
"1012",1983,25271,1,45,1,1,1,2,9,0,0
"1013",1966,63810,1,45,4,4,3,12,8,1,0
"1014",1966,63810,1,45,4,4,3,12,8,1,0
"1015",1958,65488,0,46,1,3,4,6,1,0,0
"1016",1955,36927,2,46,2,3,0,3,8,0,0
"1017",1977,22108,2,46,2,2,0,3,7,0,0
"1018",1949,72025,0,46,1,4,8,13,2,3,1
"1019",1975,33183,1,46,2,4,0,3,7,0,0
"1020",1982,23661,1,46,1,1,0,3,7,0,0
"1021",1977,25315,1,46,3,3,0,3,8,0,0
"1022",1961,45938,0,46,2,8,4,6,6,0,0
"1023",1988,66951,0,46,1,3,4,7,1,0,0
"1024",1979,77298,1,46,1,6,6,11,3,0,0
"1025",1979,77298,1,46,1,6,6,11,3,0,0
"1026",1974,43018,1,46,1,2,2,2,5,0,0
"1027",1969,75759,0,46,1,9,7,9,5,3,1
"1028",1989,33996,0,46,1,1,1,3,4,0,0
"1029",1989,33996,0,46,1,1,1,3,4,0,0
"1030",1970,54137,1,46,2,4,1,4,6,0,0
"1031",1967,61223,1,46,2,9,3,4,5,0,0
"1032",1968,69674,2,46,3,10,2,10,5,0,0
"1033",1972,49494,1,46,2,6,1,5,7,0,0
"1034",1962,51195,2,46,8,9,2,5,8,0,0
"1035",1975,37284,2,46,1,0,0,3,6,0,0
"1036",1975,37284,2,46,1,0,0,3,6,0,0
"1037",1978,42011,1,46,4,3,1,4,8,0,0
"1038",1954,70044,1,46,4,7,10,5,5,0,0
"1039",1972,46053,1,46,3,3,2,4,5,0,0
"1040",1981,24480,1,46,3,3,0,4,7,0,0
"1041",1977,54233,1,46,4,11,6,5,8,0,0
"1042",1954,36130,1,46,6,3,8,4,4,1,1
"1043",1975,56559,1,46,3,4,3,8,4,0,0
"1044",1992,92859,0,46,1,5,4,12,2,0,0
"1045",1980,44010,1,46,6,10,2,6,9,0,0
"1046",1963,80124,0,47,1,3,7,8,1,1,0
"1047",1963,80124,0,47,1,3,7,8,1,1,0
"1048",1980,50183,2,47,7,3,1,6,5,0,0
"1049",1971,64722,1,47,4,8,2,11,6,0,0
"1050",1976,37395,1,47,1,1,0,3,6,0,0
"1051",1968,29543,2,47,2,3,1,2,7,0,0
"1052",1968,19514,2,47,4,3,1,2,8,1,1
"1053",1968,19514,2,47,4,3,1,2,8,1,0
"1054",1975,59481,1,47,2,3,3,8,2,0,0
"1055",1947,91712,0,47,0,9,7,11,3,1,1
"1056",1975,80144,0,47,1,3,7,8,1,0,0
"1057",1972,59973,0,47,1,3,4,7,1,0,0
"1058",1974,68352,1,47,3,8,5,9,6,0,0
"1059",1975,81169,0,47,1,5,7,9,2,0,0
"1060",1975,61456,1,47,4,6,10,13,4,0,0
"1061",1966,22634,0,47,1,2,1,2,8,0,0
"1062",1966,22634,0,47,1,2,1,2,8,0,0
"1063",1975,23957,1,47,1,2,0,3,6,0,1
"1064",1973,33471,1,47,3,3,0,4,7,0,0
"1065",1950,52157,1,48,2,3,2,5,4,0,0
"1066",1985,30298,0,48,1,1,1,3,3,0,0
"1067",1950,56551,2,48,3,2,1,4,4,0,0
"1068",1950,56551,2,48,3,2,1,4,4,0,0
"1069",1957,65487,0,48,3,3,5,6,2,0,0
"1070",1957,65487,0,48,3,3,5,6,2,0,0
"1071",1952,44213,2,48,4,2,1,5,6,0,0
"1072",1974,40344,1,48,2,4,1,5,7,0,0
"1073",1978,57867,1,48,7,7,2,9,6,0,0
"1074",1973,25410,1,48,1,1,0,4,4,0,0
"1075",1970,13260,2,48,4,3,0,3,8,0,0
"1076",1991,42691,0,48,1,5,1,6,5,0,0
"1077",1970,36138,2,48,5,3,1,4,7,1,0
"1078",1972,57136,2,48,9,5,2,10,6,0,0
"1079",1955,58275,2,48,6,8,2,7,7,0,0
"1080",1957,54237,1,48,4,5,2,5,6,0,0
"1081",1974,34596,1,48,1,1,0,2,8,0,1
"1082",1974,34596,1,48,1,1,0,2,8,0,0
"1083",1961,74881,2,48,4,9,2,12,5,0,0
"1084",1961,74881,2,48,4,9,2,12,5,0,0
"1085",1970,44267,2,48,5,5,2,4,9,0,0
"1086",1988,68487,0,48,1,9,7,13,4,0,0
"1087",1988,68487,0,48,1,9,7,13,4,0,0
"1088",1959,80982,2,48,3,11,5,11,5,0,0
"1089",1980,69508,1,48,2,11,4,11,6,0,0
"1090",1961,63342,1,48,3,8,3,5,6,1,0
"1091",1961,63342,1,48,3,8,3,5,6,1,1
"1092",1961,82014,0,48,1,3,6,12,6,0,1
"1093",1959,76320,1,49,2,6,3,4,2,0,0
"1094",1954,64587,2,49,2,1,1,4,3,0,0
"1095",1975,74190,1,49,2,4,2,11,2,0,0
"1096",1979,32765,1,49,2,2,0,4,5,0,0
"1098",1975,22212,1,49,2,2,0,4,6,0,0
"1099",1989,18358,1,49,3,3,0,4,7,0,0
"1100",1974,26067,1,49,3,3,0,3,8,0,0
"1101",1969,22390,0,49,1,1,0,2,7,0,0
"1102",1978,70440,0,49,1,5,10,7,3,1,0
"1103",1978,60199,3,49,1,0,0,3,4,0,0
"1104",1981,38547,1,49,1,1,0,2,8,0,0
"1105",1980,19107,1,49,2,1,0,3,7,0,0
"1106",1985,37929,0,49,2,4,2,5,7,2,1
"1107",1950,16813,0,49,1,2,0,3,7,1,0
"1108",1957,62187,0,49,1,4,8,5,3,0,0
"1109",1966,57811,1,49,5,7,2,11,5,1,0
"1110",1956,50943,1,49,1,1,0,3,5,0,0
"1111",1956,50943,1,49,1,1,0,3,5,0,0
"1112",1975,53201,2,49,8,6,3,5,7,0,0
"1113",1963,54414,2,49,4,3,1,5,4,0,0
"1114",1972,26290,2,49,4,2,0,4,6,0,0
"1115",1959,61250,1,49,6,5,2,12,5,0,0
"1116",1947,28389,0,49,1,1,0,2,7,0,0
"1117",1965,55250,1,49,4,7,5,10,5,0,0
"1118",1966,37758,2,49,2,1,0,3,8,0,0
"1119",1966,37758,2,49,2,1,0,3,8,0,0
"1120",1957,37633,2,49,2,1,0,3,9,0,0
"1121",1963,33629,2,49,5,3,1,4,9,0,0
"1122",1967,36947,2,49,4,3,0,4,9,0,0
"1123",1952,69142,1,50,3,8,1,7,5,1,0
"1124",1959,53154,1,50,1,3,1,4,4,0,0
"1125",1960,65695,1,50,2,5,4,10,4,0,0
"1126",1952,69805,1,50,2,6,8,11,2,0,0
"1127",1978,36975,1,50,1,1,0,3,7,0,0
"1128",1973,26228,1,50,1,1,0,2,8,0,0
"1129",1972,37787,1,50,1,3,0,3,8,0,0
"1130",1974,37087,1,50,3,4,2,8,6,0,0
"1131",1952,57247,1,50,2,2,1,7,2,0,0
"1132",1954,36930,1,50,5,5,2,4,8,0,0
"1133",1963,48721,2,50,6,4,2,5,6,0,0
"1134",1969,43641,2,50,3,2,1,4,6,0,0
"1135",1951,75903,1,50,2,6,6,9,3,0,0
"1136",1956,71391,1,50,5,6,5,12,3,0,0
"1137",1976,16927,2,50,5,3,0,4,8,0,0
"1138",1961,27215,3,50,4,2,1,4,6,0,0
"1139",1976,53858,1,50,4,4,3,6,4,0,0
"1140",1963,30983,0,50,1,4,0,3,8,0,1
"1141",1952,43462,2,50,6,4,1,5,8,0,0
"1142",1956,63943,1,50,1,6,4,6,5,0,0
"1143",1986,26816,0,50,1,0,0,3,4,0,0
"1144",1976,75484,1,50,2,7,3,6,4,0,0
"1145",1966,33564,1,51,1,1,1,3,5,0,0
"1146",1953,54348,2,51,2,2,0,4,6,0,0
"1147",1959,54984,1,51,4,6,1,6,7,1,0
"1148",1984,34738,1,51,1,1,0,3,6,0,0
"1149",1963,68118,1,51,2,8,9,4,6,0,0
"1150",1963,68118,1,51,2,8,9,4,6,0,0
"1151",1973,22682,1,51,3,2,1,4,4,0,0
"1152",1975,51948,1,51,2,5,2,4,5,0,0
"1153",1969,25293,1,51,1,1,1,2,8,0,0
"1154",1969,25293,1,51,1,1,1,2,8,0,0
"1155",1964,41551,2,51,5,5,1,5,8,0,0
"1156",1962,56067,1,51,2,7,4,7,5,0,0
"1157",1952,67433,2,51,4,6,5,13,4,1,0
"1158",1983,22010,1,51,2,2,0,3,8,0,0
"1159",1952,64831,2,51,8,6,3,5,6,0,0
"1160",1954,62820,0,51,1,3,4,6,1,0,0
"1161",1954,62820,0,51,1,3,4,6,1,0,0
"1162",1959,78353,1,51,1,10,2,11,8,0,0
"1163",1966,57183,2,51,8,9,1,7,8,0,0
"1164",1965,23478,0,51,1,3,0,3,8,0,0
"1165",1978,30168,1,51,7,6,1,4,9,0,0
"1166",1989,37155,1,51,1,2,0,4,5,0,0
"1167",1985,16581,0,51,1,0,0,3,4,0,0
"1168",1980,41850,2,51,3,3,0,3,8,0,0
"1169",1967,81380,0,51,1,4,2,10,2,0,0
"1170",1981,56386,2,51,8,9,1,7,9,0,0
"1171",1971,25818,1,51,1,0,1,2,7,0,0
"1172",1984,15345,1,51,2,1,1,2,8,0,1
"1173",1977,57954,2,52,7,8,2,6,7,1,0
"1174",1952,50300,1,52,2,2,1,8,2,0,0
"1175",1955,38725,2,52,2,1,0,4,4,0,0
"1176",1989,10404,1,52,2,1,0,4,5,0,0
"1177",1991,26868,1,52,1,1,0,2,7,0,0
"1178",1949,72298,0,52,1,4,3,6,1,2,0
"1179",1958,72905,0,52,1,3,7,9,1,1,0
"1180",1976,47025,1,52,3,6,3,5,6,0,0
"1181",1985,29938,1,52,2,1,0,3,6,0,0
"1182",1948,46681,2,52,2,4,6,4,5,0,0
"1183",1948,46681,2,52,2,4,6,4,5,0,0
"1184",1970,29548,1,52,1,1,1,2,4,1,0
"1185",1956,62058,1,52,4,6,1,7,6,0,0
"1187",1963,36736,2,52,1,1,0,2,6,0,0
"1188",1952,8820,2,52,4,3,0,3,8,0,0
"1189",1963,14918,1,52,1,1,0,3,6,0,0
"1190",1974,56715,0,52,1,7,3,4,4,0,0
"1191",1978,24882,1,52,1,1,1,2,6,1,0
"1192",1978,24882,1,52,1,1,1,2,6,1,0
"1193",1952,40442,2,52,4,3,1,4,7,0,1
"1194",1965,64176,1,52,8,8,9,8,6,0,0
"1195",1983,23536,1,53,1,0,0,3,3,0,0
"1196",1958,35246,2,53,4,3,1,3,5,0,0
"1197",1978,28442,2,53,3,2,1,4,4,0,0
"1198",1956,48195,2,53,6,4,2,5,6,0,0
"1199",1982,74116,0,53,1,4,4,10,2,1,0
"1200",1947,78093,0,53,1,4,7,5,1,0,0
"1201",1952,59354,2,53,3,6,1,5,6,0,0
"1202",1976,36301,1,53,1,3,0,3,7,0,0
"1203",1943,77598,0,53,1,7,5,13,3,1,0
"1204",1972,62710,1,53,4,4,2,12,4,0,0
"1205",1965,36317,1,53,2,3,0,4,7,0,0
"1206",1971,42767,2,53,1,3,1,2,8,0,0
"1207",1982,43815,1,53,1,2,0,3,6,0,0
"1208",1971,44421,2,53,5,5,0,4,8,0,0
"1209",1943,48948,0,53,2,7,10,5,6,1,1
"1210",1943,48948,0,53,2,7,10,5,6,1,1
"1211",1950,63120,1,53,5,8,4,9,7,0,1
"1212",1950,55517,2,53,5,11,1,6,9,0,1
"1213",1957,36864,1,53,3,5,2,4,8,0,1
"1215",1977,82582,0,54,1,4,9,7,1,2,1
"1216",1958,79803,1,54,1,4,3,5,1,0,0
"1217",1967,52569,1,54,1,2,0,4,3,0,0
"1218",1948,82032,0,54,0,4,6,7,1,0,0
"1219",1948,82032,0,54,0,4,6,7,1,0,0
"1220",1972,65685,1,54,1,9,2,9,5,0,0
"1221",1972,65685,1,54,1,9,2,9,5,0,0
"1222",1957,40451,2,54,1,1,1,2,5,1,0
"1223",1973,31163,1,54,1,1,0,3,6,0,0
"1224",1973,31163,1,54,1,1,0,3,6,0,0
"1225",1952,35704,2,54,3,2,0,4,4,0,0
"1226",1973,7500,1,54,4,3,1,3,7,0,0
"1227",1983,36075,1,54,1,2,0,4,6,0,0
"1228",1982,70038,0,54,1,4,4,8,2,0,0
"1229",1982,70038,0,54,1,4,4,8,2,0,0
"1230",1971,71796,0,54,1,9,3,4,4,0,0
"1231",1967,47821,2,54,1,1,0,3,8,0,0
"1232",1975,45503,1,54,1,3,1,4,5,0,0
"1233",1978,28647,1,54,1,2,2,2,7,1,1
"1234",1972,37760,1,54,1,2,0,3,6,0,0
"1235",1952,85431,0,54,1,2,7,7,0,0,0
"1236",1955,72635,0,54,1,6,8,6,3,1,0
"1237",1955,72635,0,54,1,6,8,6,3,1,0
"1238",1948,77142,0,54,1,4,4,8,2,0,0
"1239",1978,53172,1,54,3,2,3,8,3,0,0
"1240",1968,36065,2,54,3,3,0,3,8,0,0
"1241",1973,73926,0,54,1,6,5,12,3,0,0
"1242",1977,35790,1,54,2,2,0,3,7,0,0
"1243",1962,39552,2,54,7,6,2,5,8,0,1
"1244",1964,68316,1,54,5,10,7,10,6,0,0
"1245",1977,102160,0,54,0,7,9,10,4,3,1
"1246",1965,51390,2,54,6,5,2,5,5,0,0
"1247",1981,72066,0,55,1,4,6,6,2,2,1
"1248",1976,21675,1,55,3,4,0,3,7,0,0
"1249",1965,48006,2,55,1,1,0,3,6,0,0
"1250",1975,65106,1,55,3,8,3,13,6,1,0
"1251",1960,58401,1,55,1,1,2,2,4,0,0
"1252",1960,29315,2,55,4,2,0,4,6,0,0
"1253",1951,49389,2,55,1,2,0,3,7,0,0
"1254",1965,51717,1,55,1,3,0,4,7,1,0
"1255",1960,46779,2,55,1,0,1,2,4,0,0
"1256",1960,28520,2,55,1,1,1,2,6,0,0
"1257",1963,34377,1,55,2,2,2,2,7,0,0
"1258",1961,54959,1,55,3,9,5,4,7,1,1
"1259",1955,82384,0,55,1,3,10,13,1,1,1
"1260",1956,46998,1,55,5,5,3,5,7,1,0
"1261",1968,58554,2,55,6,8,2,6,7,0,0
"1262",1968,58554,2,55,6,8,2,6,7,0,0
"1263",1954,57333,1,55,11,8,5,9,6,0,1
"1264",1994,80685,0,55,1,6,4,10,2,0,0
"1265",1965,52117,1,55,2,5,2,4,7,0,0
"1266",1972,62220,1,55,5,7,6,5,6,0,1
"1267",1946,64014,3,56,7,8,2,5,7,1,0
"1268",1946,64014,3,56,7,8,2,5,7,1,0
"1269",1955,46390,1,56,1,4,2,3,7,0,0
"1270",1979,75507,0,56,1,8,6,6,3,0,0
"1271",1979,75507,0,56,1,8,6,6,3,0,0
"1272",1951,59412,0,56,1,4,2,8,3,0,0
"1273",1968,50616,1,56,2,4,0,4,7,0,0
"1274",1969,35924,2,56,1,1,0,3,5,0,0
"1275",1982,57937,1,56,3,4,4,9,3,0,0
"1276",1984,73356,0,56,1,5,11,5,2,3,1
"1277",1974,21255,1,56,4,2,1,4,4,0,0
"1278",1974,58494,1,56,2,6,2,6,6,0,0
"1279",1969,72460,0,56,1,3,5,7,1,0,0
"1280",1991,68682,0,56,1,4,9,10,2,0,0
"1281",1991,68682,0,56,1,4,9,10,2,0,0
"1282",1981,36959,1,56,2,2,0,3,8,0,0
"1283",1971,46463,2,56,7,3,1,6,6,0,0
"1284",1979,61825,1,56,1,4,2,8,4,0,0
"1285",1979,61825,1,56,1,4,2,8,4,0,0
"1286",1989,28691,1,56,1,1,0,3,8,0,0
"1287",1989,28691,1,56,1,1,0,3,8,0,0
"1288",1976,54058,1,56,2,4,6,8,3,0,0
"1289",1975,84196,1,56,1,8,4,7,3,0,0
"1290",1963,38620,0,56,1,2,5,3,3,0,0
"1291",1963,38620,0,56,1,2,5,3,3,0,0
"1292",1973,3502,1,56,0,0,0,0,14,0,0
"1293",1957,47743,1,56,3,4,1,6,6,1,0
"1294",1949,80360,0,56,2,4,4,5,2,3,0
"1295",1971,66303,1,56,4,3,4,11,8,1,0
"1296",1969,52413,2,56,4,6,4,12,6,0,0
"1297",1956,60714,0,56,2,7,4,10,5,0,1
"1298",1984,31385,1,56,1,1,0,2,8,1,1
"1299",1995,83257,0,56,1,5,10,12,6,2,1
"1300",1975,80427,1,56,1,11,8,8,5,0,0
"1301",1949,38823,1,56,1,2,1,3,6,0,0
"1302",1977,42014,1,56,6,7,1,6,8,0,1
"1303",1977,42014,1,56,6,7,1,6,8,0,1
"1304",1948,76140,0,57,1,5,9,6,2,0,0
"1305",1964,41713,2,57,5,3,1,4,6,0,0
"1306",1954,62670,1,57,1,5,3,13,3,0,0
"1307",1972,70932,1,57,2,6,2,12,3,0,0
"1308",1951,78939,0,57,1,8,5,6,3,0,0
"1309",1960,44512,2,57,2,1,0,3,4,0,0
"1310",1968,63967,1,57,3,4,4,12,2,0,0
"1311",1948,90842,0,57,1,4,9,13,1,0,0
"1312",1947,25358,1,57,2,1,0,3,6,0,0
"1314",1982,28567,1,57,2,2,0,3,6,0,0
"1315",1978,66373,2,57,7,4,2,10,3,0,0
"1316",1978,66373,2,57,7,4,2,10,3,0,0
"1317",1952,83844,0,57,1,4,4,11,1,1,0
"1318",1952,83844,0,57,1,4,4,11,1,1,0
"1319",1952,83844,0,57,1,4,4,11,1,1,0
"1320",1968,83664,2,57,3,2,2,12,5,0,0
"1321",1951,27450,0,57,1,2,1,3,7,0,0
"1322",1978,54880,1,57,2,6,2,11,5,0,0
"1323",1965,71322,1,57,2,8,5,13,4,0,0
"1324",1976,60000,1,57,5,11,3,5,6,0,0
"1325",1969,65176,1,57,4,9,6,6,6,0,0
"1326",1952,61010,1,57,2,8,5,11,5,0,0
"1327",1981,31089,1,57,3,3,0,4,8,0,0
"1328",1988,20518,1,58,1,1,1,2,5,0,0
"1329",1948,34469,2,58,3,1,1,4,4,0,0
"1330",1952,28332,0,58,1,2,1,4,2,0,0
"1331",1965,33456,2,58,2,1,0,3,7,0,0
"1332",1968,38443,2,58,2,1,0,3,7,0,0
"1333",1973,65333,1,58,7,9,4,8,6,2,0
"1334",1952,82623,0,58,1,2,9,4,1,0,0
"1335",1971,73691,1,58,2,6,2,8,2,1,0
"1336",1947,74485,0,58,1,6,7,12,3,0,0
"1337",1955,65748,1,58,2,2,4,10,1,0,0
"1338",1982,24367,1,58,1,1,0,2,9,0,0
"1339",1971,91700,0,58,1,8,6,5,3,0,1
"1340",1993,79244,0,58,1,4,10,7,1,2,1
"1341",1957,82017,0,58,1,5,4,7,2,3,1
"1342",1957,58138,0,58,3,8,10,4,7,0,1
"1343",1953,59354,2,59,1,4,4,7,3,0,0
"1344",1955,58482,1,59,2,7,4,9,6,1,0
"1345",1976,29478,1,59,1,1,0,3,6,0,0
"1346",1972,64474,1,59,2,8,2,10,5,0,0
"1347",1975,31160,1,59,2,2,0,3,8,0,0
"1348",1972,40321,2,59,2,3,0,3,7,0,0
"1349",1972,40321,2,59,2,3,0,3,7,0,0
"1350",1971,55239,1,59,3,7,5,11,5,0,0
"1351",1943,57513,0,59,2,9,3,13,6,0,0
"1352",1979,85693,1,59,2,9,5,11,5,0,0
"1353",1977,71855,1,59,4,5,5,11,3,0,0
